node	label
MNYX01000024.42.1533	Candidatus Nomurabacteria bacterium CG2_30_43_9
KX123540.1.1493	Candidatus Nomurabacteria bacterium GW2011_GWC2_42_20
LCHH01000004.6177.7757	Candidatus Nomurabacteria bacterium GW2011_GWD1_44_10
KX123463.1.1595	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28
LBOM01000001.40597.42176	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28
LBRP01000001.269775.271382	Candidatus Nomurabacteria bacterium GW2011_GWF2_36_19
ASOC01000103.4482.6034	Candidatus Omnitrophus fodinae
MHFU01000153.2840.4410	Omnitrophica bacterium RIFOXYB12_FULL_50_7
AQSZ01000059.14608.16151	Omnitrophica bacterium SCGC AAA257-O07
MNZB01000003.188030.189564	Candidatus Pacebacteria bacterium CG2_30_36_39
LCLP01000002.50904.52405	Candidatus Pacebacteria bacterium GW2011_GWA1_46_10
ASKX01000004.3232.4703	Candidatus Paceibacter normanii
AWSN01000001.338194.339805	Parcubacteria bacterium RAAC4_OD1_1
ASKW01000012.8631.10171	Parcubacteria bacterium SCGC AAA010-E09
ASNX01000003.12819.14290	Parcubacteria bacterium SCGC AAA011-N16
LJNP01000003.17868.19385	Parcubacteria bacterium SG8_24
CP013062.1019941.1021401	Candidatus Peribacter riflensis
MFYO01000022.44733.46211	Candidatus Peribacteria bacterium RIFOXYC2_FULL_55_14
MNZJ01000031.6394.7955	Candidatus Peregrinibacteria bacterium CG2_30_44_17
KX123604.1.1469	Candidatus Peregrinibacteria bacterium GW2011_GWA2_33_10
KX123616.1.1459	Candidatus Peregrinibacteria bacterium GW2011_GWA2_44_7
KX123620.1.1454	Candidatus Peregrinibacteria bacterium GW2011_GWA2_47_7
LBWJ01000011.28719.30177	Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14
KX123619.1.1456	Candidatus Peregrinibacteria bacterium GW2011_GWF2_33_10
LBWM01000003.166997.168491	Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17
LCFW01000014.22129.23630	Candidatus Peregrinibacteria bacterium GW2011_GWF2_43_17
AQTV01000144.6373.7900	Candidatus Poribacteria bacterium WGA-4E
MNZM01000024.9533.11149	Candidatus Roizmanbacteria bacterium CG2_30_33_16
KX123512.1.1520	Candidatus Roizmanbacteria bacterium GW2011_GWA2_35_19
KX123530.1.1503	Candidatus Roizmanbacteria bacterium GW2011_GWA2_36_23
KX123529.1.1503	Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12
LDXP01000044.18703.20249	Candidatus Rokubacteria bacterium CSP1-6
MHNQ01000001.1959.3483	Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25
CP005957.691027.692517	Candidatus Saccharimonas aalborgensis
AUNW02000026.4605.6060	candidate division TM7 bacterium JGI 0001002-L20
AAXS01000094.4846.6337	candidate division TM7 genomosp. GTL1
MNZN01000008.36435.37947	Candidatus Saccharibacteria bacterium CG2_30_41_52
CP011211.846360.847830	Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17
CP006915.447312.448895	Candidatus Saccharibacteria bacterium RAAC3_TM7_1
AM420132.1.1439	uncultured Candidatus Saccharibacteria bacterium
MNZO01000023.8601.9911	Candidatus Shapirobacteria bacterium CG2_30_35_20
KX123569.1.1489	Candidatus Shapirobacteria bacterium GW2011_GWF2_37_20
MGDN01000030.7785.9362	Candidatus Shapirobacteria bacterium RIFOXYD1_FULL_38_32
AZHW01000045.7.1521	Candidatus Entotheonella factor
KX123539.1.1497	Candidatus Uhrbacteria bacterium GW2011_GWA2_53_10
KX123584.1.1484	Candidatus Uhrbacteria bacterium GW2011_GWC2_40_450
LCAH01000003.23730.25224	Candidatus Uhrbacteria bacterium GW2011_GWC2_41_11
KX123559.1.1492	Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58
KX123556.1.1493	Candidatus Uhrbacteria bacterium GW2011_GWE2_46_68
KX123561.1.1490	Candidatus Uhrbacteria bacterium GW2011_GWF2_44_350
MHTG01000018.95.1673	Candidatus Vogelbacteria bacterium GWA1_51_14
MHTH01000005.30122.31463	Candidatus Vogelbacteria bacterium RIFOXYB1_FULL_42_16
MHTK01000006.314535.315996	Candidatus Vogelbacteria bacterium RIFOXYD1_FULL_46_19
KX123419.1.1868	Candidatus Woesebacteria bacterium GW2011_GWA1_39_21
LBWQ01000018.38256.39751	Candidatus Woesebacteria bacterium GW2011_GWA1_39_21b
KX123359.1.3001	Candidatus Woesebacteria bacterium GW2011_GWA1_40_43
KX123415.1.1882	Candidatus Woesebacteria bacterium GW2011_GWA1_40_45
KX123350.1.3104	Candidatus Woesebacteria bacterium GW2011_GWA2_40_7b
KX123514.1.1516	Candidatus Woesebacteria bacterium GW2011_GWC1_38_13
KX123581.1.1484	Candidatus Woesebacteria bacterium GW2011_GWC1_42_9
MGHT01000023.6185.7618	Candidatus Woesebacteria bacterium RIFOXYA1_FULL_43_16
KX123515.1.1510	Candidatus Wolfebacteria bacterium GW2011_GWA2_42_10
CP011209.974521.976030	Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1
KX123483.1.1552	Candidatus Wolfebacteria bacterium GW2011_GWC1_37_10
MHCP01000032.8250.9815	Candidatus Woykebacteria bacterium RBG_13_40_15
MHCQ01000043.212.1718	Candidatus Woykebacteria bacterium RBG_13_40_7b
MHDA01000022.14534.16085	Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_41_12
MHDB01000041.19921.21369	Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14
KX123588.1.1480	Candidatus Yanofskybacteria bacterium GW2011_GWC1_48_11
KX123607.1.1467	Candidatus Yanofskybacteria bacterium GW2011_GWF1_44_227
AB001783.1.1507	Chlamydia abortus
LN846995.1000209.1001750	Chlamydia pneumoniae
FR872580.768411.769961	Parachlamydia acanthamoebae
FR872582.370012.371557	Simkania negevensis
CP001928.1839454.1840994	Waddlia chondrophila
CP001099.112910.114404	Chlorobaculum parvum
CP001108.147535.149029	Prosthecochloris aestuarii
CP001100.907300.908779	Chloroherpeton thalassium
AP012029.195826.197323	Anaerolinea thermophila
AP012337.1275742.1277241	Caldilinea aerophila
CP000909.5131307.5132780	Chloroflexus aurantiacus
AF093427.1.1418	Oscillochloris trichoides
CP000804.5183512.5184980	Roseiflexus castenholzii
CP000875.1974899.1976373	Herpetosiphon aurantiacus
CP002084.346274.347765	Dehalogenimonas lykanthroporepellens
MNYD01000108.2079.3595	Dehalococcoidia bacterium CG2_30_46_19
ARPL01000017.16314.17806	Dehalococcoidia bacterium SCGC AB-539-J10
ADVG01000004.1029211.1030676	Ktedonobacter racemifer
LC328545.1.1480	Thermogemmatispora aurantia
JQ345500.1.1470	Nitrolancea hollandica
CP001823.579562.581058	Sphaerobacter thermophilus
CP001276.536298.537819	Thermomicrobium roseum
MGMK01000015.42031.43538	Chloroflexi bacterium GWD2_49_16
MGML01000116.8420.9921	Chloroflexi bacterium RBG_13_46_14
MGMY01000058.4243.5801	Chloroflexi bacterium RBG_13_54_9
DQ811859.1.1478	uncultured Chloroflexi bacterium
GQ354896.1.1470	uncultured Chloroflexi bacterium
X81319.1.1511	Chrysiogenes arsenatis
DQ991965.1.1530	Desulfurispirillum indicum
BA000045.1571231.1572715	Gloeobacter violaceus
AB847982.1.1393	Candidatus Atelocyanobacterium thalassa
AESD01000223.139.1640	Crocosphaera watsonii
CP003945.926683.928159	Halothece sp. PCC 7418
EF126149.1.1359	Rubidibacter lacunae
ALVO01000007.393816.395283	Geminocystis herdmanii
AB039000.1.1440	Gloeocapsa sp. PCC 73106
CP003940.1433867.1435344	Cyanobacterium stanieri
CP003597.6301139.6302618	Chroococcidiopsis thermalis
CP007203.1455203.1456684	Nodularia spumigena
AP018317.730907.732391	Raphidiopsis curvata
CP003610.1871961.1873436	Calothrix sp. PCC 6303
AJLN01000020.9.1481	Chlorogloeopsis fritschii
ANFJ01000002.3066008.3067474	Fortiea contorta
AJ544077.1.1364	Fischerella muscicola
AP018166.3816451.3817937	Anabaena cylindrica
CP011456.993237.994724	Anabaena sp. WA102
CP003642.279463.280830	Cylindrospermum stagnale
CP003552.5571452.5572818	Nostoc sp. PCC 7524
CP002059.2217271.2218747	Trichormus azollae
AP018233.3027109.3028595	Microchaete diplosiphon
CP003549.8136367.8137732	Rivularia sp. PCC 7116
ALVW01000015.525265.526734	Mastigocladopsis repens
CP003632.58128.59497	Allocoleopsis franciscana
ABRS01000062.60746.62213	Coleofasciculus chthonoplastes
CP003591.255680.257158	Geitlerinema sp. PCC 7407
MLAW01000094.181.1675	Roseofilum reptotaenium
CP003620.5306153.5307631	Crinalium epipsammum
JN831264.1.1482	Arthrospira platensis
EF654087.1.1481	Kamptonema animale
AAVU01000018.81300.82792	Lyngbya sp. PCC 8106
AEPQ01000257.114.1582	Moorena producens
CP003614.566533.568020	Oscillatoria nigro-viridis
CP003653.2565005.2566485	Stanieria cyanosphaera
CP003590.440038.441407	Pleurocapsa sp. PCC 7327
KT731151.1.1416	Foliisarcina bertiogensis
ALVZ01000003.198.1565	Xenococcus sp. PCC 7305
ALVP01000011.1263.2730	Nodosilinea nodulosa
AM709625.1.1448	Prochlorothrix hollandica
CP003592.1762171.1763645	Pseudanabaena sp. PCC 7367
BA000039.2335243.2336733	Thermosynechococcus vestitus
AM709631.1.1448	Spirulina major
CP000828.5636175.5637675	Acaryochloris marina
CP003600.1377567.1378934	Chamaesiphon minutus
AP012276.3322770.3324258	Synechocystis sp. PCC 6803
AGRF01000040.13758.15228	Prochloron didemni
AF001477.1.1438	Cyanobium gracile
CP018345.1025825.1027307	Prochlorococcus sp. RS01
CP003944.886648.888016	Dactylococcopsis salina
CP000097.373319.374797	Synechococcus sp. CC9902
CP002347.1401787.1403324	Calditerrivibrio nitroreducens
AP011529.2192978.2194541	Deferribacter desulfuricans
CP002858.2249990.2251530	Flexistipes sinusarabici
CP001968.2671440.2672979	Denitrovibrio acetiphilus
KC631812.1.1543	Limisalsivibrio acetivorans
JN107635.1.1474	Seleniivibrio woodruffii
AY387670.1.1471	Mucispirillum schaedleri
CP000359.157596.159088	Deinococcus geothermalis
AB079382.1.1493	Marinithermus hydrothermalis
CP001743.590782.592258	Meiothermus ruber
CP002361.279006.280524	Oceanithermus profundus
CP003249.1918897.1920290	Thermus oshimai
CP002049.86621.88117	Truepera radiovictrix
CP001146.1077333.1078873	Dictyoglomus thermophilum
CP001251.1244224.1245764	Dictyoglomus turgidum
CP001055.1535259.1536691	Elusimicrobium minutum
LNVX01000212.1804.3325	Candidatus Endomicrobium trichonymphae
MNXB01000105.15058.16643	Elusimicrobia bacterium CG1_02_37_114
MNUR01000070.3378.4895	Elusimicrobia bacterium CG1_02_56_21
MGTY01000053.17208.18715	Elusimicrobia bacterium GWA2_69_24
MGUN01000010.1468.3022	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36
MGUP01000120.23046.24566	Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_61_10
MGUR01000062.16484.18033	Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12
MGVR01000037.12229.13753	Elusimicrobia bacterium RIFOXYD12_FULL_66_9
JF304641.1.1488	Chitinivibrio alkaliphilus
CP001792.1787695.1789183	Fibrobacter succinogenes
AB222249.1.1520	Alicyclobacillus sp. IAM 14934
CP002017.1368697.1370224	Kyrpidia tusciae
AJ238041.1.1412	Alkalibacillus haloalkaliphilus
AP012050.93737.95308	Amphibacillus xylanus
CP000922.245925.247448	Anoxybacillus flavithermus
MF449188.1.1201	Bacillus sp. (in: Bacteria)
X76441.1.1502	Bacillus sp. (in: Bacteria)
CP013000.1363337.1364892	Bacillus thuringiensis
AY753654.1.1485	Caldalkalibacillus thermarum
AJ564616.1.1525	Caldibacillus debilis
AJ586337.1.1440	Fictibacillus gelatini
AY550102.1.1518	Geobacillus thermoleovorans
AY762980.1.1534	Gracilibacillus sp. BH235
AB264529.1.1492	Halalkalibacillus halophilus
HE717023.170258.171826	Halobacillus halophilus
FJ182050.1.1414	Lentibacillus jeotgali
CP000817.10101.11641	Lysinibacillus sphaericus
AB769482.1.1491	Marinococcus halotolerans
BA000028.2353644.2355210	Oceanobacillus iheyensis
AM114102.1.1441	Paucisalibacillus globulus
EU583728.1.1469	Pontibacillus halophilus
CP001791.1364920.1366474	Salisediminibacterium selenitireducens
AM492160.1.1502	Salsuginibacillus kocurii
AJ717299.1.1506	Thalassobacillus devorans
JQ775342.1.1554	uncultured Bacillaceae bacterium
AZNU01000004.217712.219220	Thermicanus aegyptius
LT993737.159572.161107	Brochothrix thermosphacta
AL596170.116698.118252	Listeria innocua
AJ715385.1.1415	Aneurinibacillus terranovensis
AP008955.21496.23006	Brevibacillus brevis
AZXQ01000006.90100.91714	Cohnella panacarvi
CP016809.6520178.6521745	Paenibacillus ihbetae
EU362183.1.1517	Paenibacillus sp. C10
CP003255.1602579.1604027	Thermobacillus composti
AM286423.1.1544	Bhargavaea cecembensis
CAEU01000072.81.1610	Kurthia massiliensis
CP025135.29151.30694	Planococcus sp. MB-3u-03
AJ634662.1.1521	Sporolactobacillus terrae
AB231786.1.1486	Tuberibacillus calidus
AY028926.1.1507	Jeotgalicoccus psychrophilus
Y15711.1.1547	Macrococcus caseolyticus
JX424771.1.1523	Nosocomiicoccus massiliensis
FJ182049.1.1467	Salinicoccus carnicancri
FN665656.1.1607	Kroppenstedtia eburnea
AB049939.1.1459	Shimazuella kribbensis
EU430570.1.1518	Thermoactinomyces vulgaris
AY594264.1.1517	Exiguobacterium aestuarii
EU282460.1.1463	Exiguobacterium aurantiacum
L14326.1.1537	Gemella haemolysans
U64459.1.1503	Aerococcus urinae
AUAT01000051.79.1494	Eremococcus coleocola
AGZE01000005.9117.10656	Falseniella ignava
ARFP01000003.3343.4870	Allofustis seminis
AGXA01000018.94315.95851	Alloiococcus otitis
Y16546.1.1511	Atopobacter phocae
HE999757.2530807.2532349	Carnobacterium maltaromaticum
AGEF01000001.130585.132119	Dolosigranulum pigrum
AB430339.1.1446	Lacticigenium naphthae
FM177901.1.1470	Bavariicoccus seileri
AMYT01000015.54.1603	Catellicoccus marimammalium
CP022488.214128.215692	Enterococcus faecalis
AP012200.292410.293811	Melissococcus plutonius
AEOP01000025.341.1870	Fructobacillus fructosus
CP000033.1632689.1634260	Lactobacillus acidophilus
FN822744.1687883.1689436	Leuconostoc gelidum
CP000411.1277133.1278699	Oenococcus oeni
CP014936.1121099.1122686	Pediococcus claussenii
CP007588.258002.259581	Weissella ceti
AP017373.1350283.1351819	Lactococcus garvieae
AY188352.1.1546	Streptococcus salivarius
AB450762.1.1471	Caldicoprobacter oshimai
CP000853.49919.51423	Alkaliphilus oremlandii
AQOB01000017.75653.77170	Butyricicoccus pullicaecorum
AP012202.43169.44681	Candidatus Arthromitus sp. SFB-mouse
AE001437.163474.164983	Clostridium acetobutylicum
FJ481102.1.1423	Fervidicella metallireducens
CAVN010000111.123517.125031	Thermobrachium celere
CP003273.1268190.1269602	Desulfoscipio gibsoniae
CP003869.2062448.2064005	Dehalobacter sp. DCA
AP008230.237001.238657	Desulfitobacterium hafniense
CP003108.3632996.3634442	Desulfosporosinus orientis
AY548776.1.1567	Desulfurispora thermophila
AP009389.265400.266925	Pelotomaculum thermopropionicum
CP002987.2819873.2821385	Acetobacterium woodii
ABIL02000005.2980.4486	Anaerofustis stercorihominis
CP002273.179417.180928	Eubacterium callanderi
AF385510.1.1522	Eubacterium sp. oral clone DO016
AB036759.1.1480	Pseudoramibacter alactolyticus
AJ251215.1.1500	Anaerovorax odorimutans
Z36296.1.1498	Mogibacterium timidum
CP000930.2797495.2799004	Heliomicrobium modesticaldum
FP929061.44196.45716	Anaerostipes hadrus
CP002582.422560.424073	Cellulosilyticum lentocellum
ACZL01000055.405.1921	Johnsonella ignava
CP000885.15754.17276	Lachnoclostridium phytofermentans
ACCL02000018.824.2342	Marvinbryantia formatexigens
JN662465.1.1492	Pseudobutyrivibrio ruminis
AF445285.1.1525	Robinsoniella peoriensis
LF651704.10.1521	Lachnospiraceae bacterium oral taxon 107
AEDB02000042.329.1819	Acetivibrio cellulolyticus
AB186359.1.1560	Acetivibrio clariflavus
ABGD02000031.941.2453	Anaerotruncus colihominis
AP012044.1260691.1262224	Oscillibacter valericigenes
CP000860.142718.144409	Candidatus Desulforudis audaxviator
AY538171.1.1559	Desulfitibacter alkalitolerans
Y18214.1.1507	Desulfonispora thiosulfatigenes
LN614756.147004.148510	Clostridioides difficile
CP002390.924199.925721	Filifactor alocis
ABEZ02000021.84162.85652	Intestinibacter bartlettii
AY326462.1.1473	Peptostreptococcus anaerobius
AP006840.21144.22715	Symbiobacterium thermophilum
EF422412.1.1441	Dethiobacter alkaliphilus
CP000448.417882.419570	Syntrophomonas wolfei
CP002175.10370.11908	Halanaerobium praevalens
CP001098.19830.21373	Halothermothrix orenii
CP002105.10646.12170	Acetohalobium arabaticum
CP003359.153884.155302	Halobacteroides halobius
AZYG01000049.26827.28341	Halonatronum saccharophilum
AQZS01000007.199066.200586	Orenia marismortui
CP001034.10608.12073	Natranaerobius thermophilus
CP001785.1682354.1683921	Ammonifex degensii
AE008691.1488415.1490034	Caldanaerobacter subterraneus
ATXZ01000014.201334.202801	Caldanaerobius polysaccharolyticus
CP000141.2112241.2113740	Carboxydothermus hydrogenoformans
DQ208689.1.1436	Desulfovirgula thermocuniculi
AB540984.1.1529	Moorella thermoacetica
LT838272.3184415.3185963	Thermanaeromonas toyohensis
CP002171.448908.450411	Thermoanaerobacterium thermosaccharolyticum
AY331143.1.1531	Mahella australiensis
ACCK01000460.1.1313	Catenibacterium mitsuokai
AGEJ01000008.84769.86302	Eggerthia catenaformis
ARAE01000002.30816.32317	Allobaculum stercoricanis
ADFR01000011.3460.4852	Bulleidia extructa
JX101690.1.1488	Candidatus Stoquefichus massiliensis
CAEN01000062.3382.4895	Dielma fastidiosa
AB595128.1.1488	Erysipelatoclostridium ramosum
AP012027.1121071.1122611	Erysipelothrix rhusiopathiae
ATUT01000005.67070.68591	Faecalicoccus pleomorphus
FP929041.134513.136043	Faecalitalea cylindroides
ABYT01000002.2079.3606	Holdemanella biformis
CALK01000057.3384.4901	Holdemania massiliensis
CP015404.1085305.1086853	Erysipelotrichaceae bacterium I46
CP001859.57719.59263	Acidaminococcus fermentans
AB490811.1.1610	Phascolarctobacterium succinatutens
AQZZ01000002.9217.10746	Succinispira mobilis
ABWK02000005.70.1618	Mitsuokella multacida
HE582764.1.1655	Propionispira paucivorans
AFGF01000106.1.1560	Acetonema longum
AJ010961.1.1506	Anaeroarcus burkinensis
AF071415.1.1530	Anaeromusa acidaminophila
CP008852.8.1548	Pelosinus sp. UFO1
AF548373.1.1537	Allisonella histaminiformans
AF338413.1.1408	Anaeroglobus geminatus
AB626633.1.1528	Dialister micraerophilus
CP003326.11124.12636	Gottschalkia acidurici
CP001708.81697.83211	Anaerococcus prevotii
AB109771.667.2190	Finegoldia magna
AJ579914.1.1512	Helcococcus sueciensis
EF026082.1.1434	Clostridiisalibacter paucivorans
AY673993.1.1473	Sedimentibacter sp. B4
AJ438155.1.1470	Cetobacterium somerae
JTLI01000095.1.1501	Cetobacterium sp. ZOR0034
LN831027.2036522.2038007	Fusobacterium nucleatum
AJ307981.1.1516	Ilyobacter polytropus
AB558169.1.1473	Pseudoleptotrichia goodfellowii
CP001739.3106539.3108040	Sebaldella termitidis
JQ087393.1.1506	Streptobacillus moniliformis
AP009153.1882855.1884381	Gemmatimonas aurantiaca
KF481682.1.1525	Gemmatimonas phototrophica
CP007128.4320338.4321850	Gemmatirosa kalamazoonesis
AXVX01000020.1198.2740	Gemmatimonadetes bacterium SCGC AAA240-J22
CP003418.794761.796287	Ignavibacterium album
JQ292917.1.1539	Melioribacter roseus
MHAV01000004.57106.58643	Ignavibacteria bacterium RIFOXYC12_FULL_35_11
ABCK01000003.100786.102281	Lentisphaera araneosa
AY049713.1.1456	Victivallis vadensis
MHBF01000173.12388.13718	Lentisphaerae bacterium GWF2_44_16
MHBI01000069.82300.83843	Lentisphaerae bacterium GWF2_50_93
JMFO01000010.34772.36280	Candidatus Magnetobacterium casensis
CP007243.1301174.1302736	Leptospirillum ferriphilum
FP929003.1384637.1386163	Nitrospira defluvii
EU266889.1.1489	uncultured Nitrospiraceae bacterium
CP001147.916471.917963	Thermodesulfovibrio yellowstonii
MNYV01000050.14571.15926	Nitrospirae bacterium CG2_30_53_67
MHEE01000002.15960.17497	Nitrospirae bacterium GWF2_44_13
AF293010.1.1498	uncultured Green Bay ferromanganous micronodule bacterium MNC2
LT934425.1069811.1071397	Candidatus Kuenenia stuttgartiensis
AP012338.3063933.3065441	Phycisphaera mikurensis
LJUC01000242.1.1411	Phycisphaerae bacterium SM23_30
AM162406.1.1426	Zavarzinella formosa
CP002353.5377430.5378940	Isosphaera pallida
CP003364.7835180.7836580	Singulisphaera acidiphila
AANZ01000021.102759.104249	Blastopirellula marina
L06174.1.1489	Pirellula staleyi
BX294149.206764.208278	Rhodopirellula baltica
CP001744.638957.640480	Planctopirus limnophila
AM162407.1.1446	Schlesneria paludicola
LT841305.1601053.1602576	Acidithiobacillus ferrivorans
KC493561.1.1452	Thermithiobacillus sp. JNU-2
CP002396.1074072.1075520	Asticcacaulis excentricus
CP002102.2980512.2981960	Brevundimonas subvibrioides
JX968034.1.1463	Caulobacter vibrioides
AEWF01000006.3949.5424	Candidatus Odyssella thessalonicensis
BAUP01000039.7497.8974	Holospora elegans
FR733717.1.1455	Afifella pfennigii
ARFW01000012.454.1919	Ahrensia kielensis
ATXK01000033.74.1540	Aurantimonas coralicida
U53824.1.1405	Aurantimonas manganoxydans
DQ883810.1.1360	Aureimonas ureilytica
AATP01000002.612461.613920	Fulvimarina pelagi
AY649762.1.1474	Martelella mediterranea
FN645454.1270062.1271537	Bartonella clarridgeiae
CP001016.680554.682033	Beijerinckia indica
AJ278726.1.1415	Methylocapsa acidiphila
CP001280.1934569.1936043	Methylocella silvestris
ARWA01000001.752244.753710	Methyloferula stellata
AB012760.1.1394	alpha proteobacterium MBIC3366
DQ440827.1.1452	Bosea sp. CRIB-12
CP022205.1086483.1087946	Brucella melitensis
KR029273.1.1448	Brucellaceae bacterium mixed culture J12-68
CP012398.2122415.2123909	Chelatococcus sp. CO-6
AUCR01000008.7246.8707	Cucumibacter marinus
JX392051.1.1479	Devosia nanyangense
CP021330.626566.628049	Maritalea myrionectae
JX131369.1.1450	Hyphomicrobium nitrativorans
AY039817.1.1413	Kaistia adipata
FP103042.1339137.1340613	Methylorubrum extorquens
KM200559.1.1447	uncultured Microvirga sp.
HE956757.29898.31371	Methylocystis sp. SC2
ARWB01000001.3865046.3866508	Methylopila sp. M107
FR798964.1.1438	Methylosinus sp. R-45379
U87759.1.1401	Afipia broomeae
AYOD01000070.271.1739	Aliihoeflea sp. 2WW
JAGL01000083.976.2440	Aminobacter sp. J41
Y15403.1.1423	Aquamicrobium defluvii
AJ786600.1.1449	Hoeflea alexandrii
JN867363.1.1399	Mesorhizobium sp. enrichment culture clone TMX-35
AF534573.1.1456	Nitratireductor aquibiodomus
AJ968697.1.1428	Phyllobacterium sp. ORS 1420
AB159680.1.1435	Pleomorphomonas oryzae
AM177497.1.1485	Agrobacterium tumefaciens
CP007239.4329.5801	Ensifer adhaerens
CP006604.993592.995079	Candidatus Liberibacter americanus
JN558651.1.1475	Rhizobium laguerreae
U50168.1.1478	Rhizobium sp. CJ5
CP002740.2520706.2522177	Sinorhizobium meliloti
ATVH01000016.262574.264046	Fodinicurvata sediminis
X87278.1.1477	Rhodovibrio salinarum
AUBC01000058.44.1506	Salinarimonas rosea
CP013068.2199151.2200635	Pannonibacter phragmitetus
AF513441.1.1384	Pseudovibrio exalbescens
AB681109.1.1408	Roseibium aggregatum
LT629784.4128770.4130260	Stappia sp. ES.058
AY056830.1.1457	Ancylobacter rudongensis
AP009384.680516.681983	Azorhizobium caulinodans
AQXT01000002.1569233.1570666	Henriciella marina
CP001678.2336684.2338119	Hirschia baltica
CP000158.2818559.2819913	Hyphomonas neptunium
AY682384.1.1448	Kordiimonas gwangyangensis
CP000471.275258.276753	Magnetococcus marinus
CP000449.1183394.1184853	Maricaulis maris
ATUP01000002.411.1857	Oceanicaulis alexandrii
AJ578476.1.1421	Woodsholea maritima
AUAC01000004.132980.134438	Hellea balneolensis
EF495229.1.1415	Robiginitomaculum antarcticum
AF180468.1.1383	Neomegalonema perideroedes
HM050420.1.1431	Allgaiera indica
AUCM01000052.346.1790	Gemmobacter nectariphilus
DQ342315.1.1389	Haematobacter missouriensis
AF139992.1.1427	Paracoccus marcusii
DQ120728.1.1424	Pseudodonghicola xiamenensis
ATVN01000030.4530.5989	Pseudorhodobacter ferrugineus
FJ232451.1.1429	Sedimentitalea nanhaiensis
HE590855.1.1412	Actibacterium mucosum
CP004393.926009.927479	Celeribacter indicus
KY770248.1.1366	Citreicella sp.
CP000830.617247.618708	Dinoroseobacter shibae
CP000264.4083217.4084677	Jannaschia sp. CCS1
CP012908.234357.235823	Ketogulonicigenium vulgare
AY005463.1.1431	Leisingera methylohalidivorans
AONI01000015.1107796.1109261	Litoreibacter arenae
JQ327964.1.1453	uncultured Loktanella sp.
KF924609.1.1411	Mameliella alba
AJ748748.1.1455	Nereida ignava
AAOT01000021.1.1840	Oceanicola granulosus
JQEY01000008.80289.81732	Palleronia rufa
CYSG01000002.363197.364673	Phaeobacter sp. CECT 5382
AAMV01000002.66945.68394	Roseovarius sp. 217
AJ844281.1.1449	Rubellimicrobium thermophilum
DQ915627.1.1305	Ruegeria atlantica
AY527274.1.1364	Salipiger mucosus
AUIJ01000005.642.2086	Sediminimonas qiaohouensis
CP025808.489727.491191	Sulfitobacter sp. SK025
DQ640643.1.1428	Wenxinia marina
AP012035.2291853.2293343	Acidiphilium multivorum
CP031788.2749425.2750934	Acidocella facilis
AB035416.1.1411	Asaia siamensis
ATSX01000009.227.1719	Commensalibacter sp. MX01
AM889285.962737.964221	Gluconacetobacter diazotrophicus
M11223.1.1489	Gluconobacter oxydans
AY788950.1.1491	Granulibacter bethesdensis
AP012159.1886073.1887565	Komagataeibacter medellinensis
AB056318.1.1416	Kozakia baliensis
AF538712.1.1482	Roseomonas mucosa
AB110421.1.1436	Saccharibacter floricola
KC109787.1.1413	Nitrospirillum amazonense
Z29583.1.1418	Niveispirillum irakense
AM749667.1.1450	Kiloniella laminariae
CP006745.116943.118420	Candidatus Endolissoclinum faulkneri
LC133706.1.1446	Inquilinus sp. JCM 28675
LN997848.4635153.4636624	Magnetospirillum sp. XM-1
EF612765.1.1442	Novispirillum itersonii
AB671761.1.1477	Rhodospirillum rubrum
AB006768.1.1429	Terasakiella pusilla
EU008565.1.1332	Thalassobaculum salexigens
CP000030.247477.248979	Anaplasma marginale
AXCJ01000001.179905.181390	Candidatus Xenolissoclinum pacificiensis
CP000236.942218.943726	Ehrlichia chaffeensis
CP000237.36268.37765	Neorickettsia sennetsu
CP001391.1289969.1291473	Wolbachia sp. wRi
CP002130.197315.198823	Candidatus Midichloria mitochondrii
AP011533.889296.890803	Rickettsia japonica
AB289439.1.1426	Sneathiella glossodoripedis
CP015963.1137018.1138485	Altererythrobacter ishigakiensis
CP000157.63530.65023	Erythrobacter litoralis
CP021378.3332891.3334381	Porphyrobacter sp. CACIAM 03H1
AEUE01000008.155488.156954	Citromicrobium sp. JLT1363
AB024289.1.1476	Sphingomonas ursincola
AP017898.3524508.3525999	Sphingopyxis sp. FD7
ATVO01000004.91274.92741	Sandarakinorhabdus limnophila
CP001751.2138901.2140385	Candidatus Puniceispirillum marinum
JQ516457.1.1387	uncultured Alphaproteobacteria bacterium
CP014028.1383094.1384627	Achromobacter xylosoxidans
